Customer ID,Churn Date,Plan Name,Plan Amount ($),Churn Reason
5ca1d24730113038c6fbc221,Oct 02 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d2487ace10391adee69d,Aug 11 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d24e905a7a3949836db2,Aug 18 '21,Premium Business v1 - Monthly,65,not-using-anymore
5ca1d25383663e38f38e3abc,Sep 28 '21,Pro8 v1 - Yearly,144,not-using-anymore
5ca1d2551d99bc38dbeecccd,Nov 10 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d2557ace10391adefdab,Dec 09 '21,Pro8 v1 - Monthly,15,others
5ca1d25783663e38f38e42f1,Aug 19 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d25969ec79395e76cc6a,Oct 14 '21,Small Business v2 - Monthly,99,not-using-anymore
5ca1d25b905a7a3949837fba,Dec 14 '21,Pro8 v1 - Yearly,144,missing-features
5ca1d260fd16da3982423df1,Jul 24 '21,Small Business v2 - Monthly,99,others
5ca1d26530113038c6fbf8df,Aug 29 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d269905a7a3949839916,Jul 24 '21,Pro8 v1 - Monthly,15,missing-features
5ca1d26d30113038c6fc0302,Sep 16 '21,Premium Business v1 - Yearly,663,not-using-anymore
5ca1d26d83663e38f38e6fb7,Sep 25 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d26f1d99bc38dbeef604,Dec 05 '21,Small Business v2 - Monthly,99,extenuating-circumstances
5ca1d26f1d99bc38dbeefa3d,Sep 05 '21,Pro8 v1 - Monthly,15,missing-features
5ca1d27130113038c6fc0963,Sep 11 '21,Pro8 v1 - Monthly,15,others
5ca1d27130113038c6fc0963,Sep 28 '21,Essentials + Team Pack,24,others
5ca1d27183663e38f38e71a4,Oct 14 '21,Pro8 v1 - Yearly,144,too-expensive
5ca1d27183663e38f38e72fe,Oct 08 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d27530113038c6fc10d1,Aug 12 '21,Pro8 v1 - Monthly,15,others
5ca1d27583663e38f38e78fb,Jul 20 '21,Pro8 v1 - Yearly,144,not-using-anymore
5ca1d27930113038c6fc18d2,Sep 22 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d27930113038c6fc1ab2,Sep 05 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d279fd16da39824265c1,Jul 13 '21,Pro8 v1 - Yearly,144,others
5ca1d27e30113038c6fc24fb,Oct 20 '21,Buffer Analyze - Pro Plan 8 Social Channels,35,others
5ca1d28230113038c6fc28b0,Sep 15 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d28569ec79395e771d0c,Aug 25 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d2891d99bc38dbef2918,Jul 13 '21,Small Business v2 - Monthly,99,too-expensive
5ca1d289fd16da3982428575,Sep 15 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d289fd16da39824289dd,Oct 10 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d28a30113038c6fc3965,Aug 08 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d28b30113038c6fc3db2,Jul 19 '21,Pro8 v1 - Yearly,144,too-expensive
5ca1d28e905a7a394983db76,Sep 22 '21,Premium Business v1 - Yearly,663,too-expensive
5ca1d29c30113038c6fc58f8,Jul 28 '21,Small Business v2 - Monthly,99,bugs
5ca1d29d83663e38f38ec43b,Aug 26 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d29e7ace10391adf8944,Sep 16 '21,Buffer Analyze - Full Price 10 Social Channels,50,bugs
5ca1d2a030113038c6fc657b,Oct 02 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d2a9905a7a39498410a0,Oct 25 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d2ac69ec79395e77619c,Aug 01 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d2ac69ec79395e7763a2,Sep 04 '21,Pro8 v1 - Monthly,15,others
5ca1d2ad30113038c6fc7c04,Oct 26 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d2ad905a7a394984180d,Sep 27 '21,Small Business v2 - Monthly,99,not-using-anymore
5ca1d2b230113038c6fc8535,Sep 18 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d2b41d99bc38dbef7627,Aug 03 '21,Pro8 v1 - Yearly,144,not-using-anymore
5ca1d2b81d99bc38dbef7a16,Sep 11 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d2c283663e38f38f0678,Sep 07 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d2c569ec79395e779022,Nov 04 '21,Pro8 v1 - Yearly,144,not-using-anymore
5ca1d2c730113038c6fcab54,Sep 12 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d2cf30113038c6fcb721,Aug 28 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d2d61d99bc38dbefb078,Aug 19 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d2d669ec79395e77ae78,Aug 27 '21,Pro8 v1 - Yearly,144,too-expensive
5ca1d2db69ec79395e77baa1,Aug 01 '21,Buffer Analyze - Full Price 10 Social Channels,50,not-using-anymore
5ca1d2db69ec79395e77baa1,Nov 17 '21,Pro8 v1 - Yearly,144,not-using-anymore
5ca1d2e61d99bc38dbefd120,Jul 29 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d2e769ec79395e77d1c5,Nov 21 '21,Small Business v2 - Monthly,99,extenuating-circumstances
5ca1d2e7905a7a3949847e79,Sep 13 '21,Pro8 v1 - Yearly,144,not-using-anymore
5ca1d2eb83663e38f38f52dd,Dec 14 '21,Pro8 v1 - Yearly,144,not-using-anymore
5ca1d2eb83663e38f38f52dd,Jul 13 '21,Buffer Analyze - Full Price 10 Social Channels Annual,480,not-using-anymore
5ca1d2f230113038c6fcf1ec,Sep 07 '21,Pro8 v1 - Yearly,144,too-expensive
5ca1d2f67ace10391ae0295b,Aug 27 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d2f9905a7a394984a3b9,Oct 18 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d2fefd16da3982436439,Aug 26 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d3067ace10391ae04578,Aug 16 '21,Large Business v2 - Monthly,399,others
5ca1d3067ace10391ae04698,Sep 28 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d30683663e38f38f84e5,Jul 24 '21,Pro8 v1 - Yearly,144,not-using-anymore
5ca1d30969ec79395e780e1f,Oct 04 '21,Small Business v2 - Monthly,99,not-using-anymore
5ca1d30afd16da3982437763,Jul 14 '21,Pro8 v1 - Yearly,144,too-expensive
5ca1d30d7ace10391ae054a9,Aug 09 '21,Pro8 v1 - Yearly,144,not-using-anymore
5ca1d30e905a7a394984ca08,Jul 24 '21,Pro8 v1 - Monthly,15,others
5ca1d31283663e38f38f9b8b,Nov 13 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d3197ace10391ae07257,Sep 19 '21,Pro8 v1 - Yearly,144,not-using-anymore
5ca1d31a83663e38f38fab14,Sep 22 '21,Small Business v2 - Monthly,99,not-using-anymore
5ca1d31a83663e38f38fab1e,Dec 08 '21,Pro8 v1 - Yearly,144,others
5ca1d32930113038c6fd5769,Oct 24 '21,Pro8 v1 - Monthly,15,too-expensive
5ca1d32c30113038c6fd5cb1,Sep 16 '21,Pro8 v1 - Monthly,15,others
5ca1d32d69ec79395e784f54,Dec 01 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d32d69ec79395e784f54,Sep 01 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d33169ec79395e785c1b,Aug 31 '21,Small Business v2 - Monthly,99,not-using-anymore
5ca1d3367ace10391ae0a49f,Sep 02 '21,Small Business v2 - Yearly,">= 1,000",not-using-anymore
5ca1d33a905a7a3949851e2c,Nov 30 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d34130113038c6fd8533,Nov 08 '21,Premium Business v1 - Monthly,65,extenuating-circumstances
5ca1d34183663e38f38fe81e,Dec 22 '21,Pro8 v1 - Monthly,15,missing-features
5ca1d3427ace10391ae0c02d,Sep 23 '21,Pro8 v1 - Monthly,15,too-expensive
5ca1d34a1d99bc38dbf07d8b,Jul 22 '21,Pro8 v1 - Monthly,15,others
5ca1d34bfd16da398243f896,Aug 03 '21,Pro8 v1 - Yearly,144,not-using-anymore
5ca1d34c30113038c6fd95e1,Sep 14 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d34d30113038c6fd9c93,Jul 15 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d34e1d99bc38dbf08378,Aug 16 '21,Small Business v2 - Monthly,99,not-using-anymore
5ca1d34e83663e38f390008a,Sep 30 '21,Buffer Analyze - Full Price 10 Social Channels,50,not-using-anymore
5ca1d351905a7a3949854552,Oct 08 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d35783663e38f390159d,Aug 03 '21,Premium Business v1 - Monthly,65,missing-features
5ca1d357fd16da3982441193,Jul 23 '21,Pro8 v1 - Yearly,144,bugs
5ca1d35a7ace10391ae0e88c,Oct 27 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d36183663e38f39025bf,Jul 11 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d3691d99bc38dbf0bd0d,Aug 08 '21,Pro8 v1 - Monthly,15,others
5ca1d36c7ace10391ae1045c,Aug 06 '21,Premium Business v1 - Yearly,663,extenuating-circumstances
5ca1d36e1d99bc38dbf0c72b,Aug 01 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d36f30113038c6fddec7,Sep 26 '21,Pro8 v1 - Monthly,15,too-expensive
5ca1d373905a7a3949857693,Jul 03 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d37730113038c6fded24,Sep 06 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d37830113038c6fdef85,Sep 28 '21,Buffer Analyze - Full Price 10 Social Channels,50,too-expensive
5ca1d378905a7a3949857e5a,Jul 15 '21,Small Business v2 - Yearly,">= 1,000",not-using-anymore
5ca1d378fd16da3982444568,Aug 06 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d378fd16da3982444568,Aug 19 '21,Essentials + Team Pack,72,not-using-anymore
5ca1d378fd16da3982444780,Aug 06 '21,Small Business v2 - Monthly,99,missing-features
5ca1d37c30113038c6fdf868,Aug 04 '21,Small Business v2 - Monthly,99,others
5ca1d37c30113038c6fdfaa4,Aug 06 '21,Premium Business v1 - Monthly,65,others
5ca1d3861d99bc38dbf0f241,Sep 13 '21,Pro8 v1 - Monthly,15,others
5ca1d38669ec79395e78f7e4,Oct 24 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d386fd16da3982445d73,Nov 24 '21,Pro8 v1 - Monthly,15,others
5ca1d387fd16da3982445ff7,Sep 12 '21,Small Business v2 - Monthly,99,others
5ca1d38930113038c6fe0e93,Aug 22 '21,Small Business v2 - Monthly,99,not-using-anymore
5ca1d3931d99bc38dbf1088d,Oct 24 '21,Small Business v2 - Monthly,99,others
5ca1d393fd16da39824476cc,Sep 01 '21,Small Business v2 - Monthly,99,not-using-anymore
5ca1d39530113038c6fe270f,Oct 22 '21,Pro8 v1 - Yearly,144,others
5ca1d3967ace10391ae14e0d,Oct 12 '21,Pro8 v1 - Yearly,144,others
5ca1d39783663e38f3909286,Aug 22 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d39b69ec79395e791ea4,Sep 30 '21,Medium Business v2 - Monthly,199,not-using-anymore
5ca1d39b69ec79395e79205a,Sep 28 '21,Small Business v2 - Monthly,99,others
5ca1d39b905a7a394985be8f,Sep 30 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d39bfd16da3982448422,Aug 30 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d3a01d99bc38dbf11e94,Aug 01 '21,Pro8 v1 - Monthly,15,bugs
5ca1d3ab7ace10391ae175a2,Oct 21 '21,Premium Business v1 - Monthly,65,not-using-anymore
5ca1d3b11d99bc38dbf13fcc,Sep 25 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d3b37ace10391ae184fb,Aug 19 '21,Small Business v2 - Monthly,99,extenuating-circumstances
5ca1d3b869ec79395e7951bd,Dec 05 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d3bd905a7a394985fba4,Dec 20 '21,Pro8 v1 - Monthly,15,missing-features
5ca1d3c330113038c6fe7958,Oct 05 '21,Pro8 v1 - Monthly,15,missing-features
5ca1d3c61d99bc38dbf1699d,Dec 30 '21,Pro8 v1 - Yearly,144,not-using-anymore
5ca1d3cafd16da398244d6fa,Aug 23 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d3cd69ec79395e7976f8,Jul 20 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d3cd69ec79395e797c55,Sep 01 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d3ce905a7a3949861b97,Jul 19 '21,Pro8 v1 - Yearly,144,missing-features
5ca1d3d27ace10391ae1bc3c,Jul 24 '21,Small Business v2 - Monthly,99,too-expensive
5ca1d3d3fd16da398244ea04,Nov 03 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d3d67ace10391ae1c858,Aug 03 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d3dc30113038c6fea74e,Jul 13 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d3e27ace10391ae1db6c,Aug 16 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d3e930113038c6fec459,Dec 31 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d3eb7ace10391ae1ef2d,Aug 10 '21,Buffer Analyze - Full Price 10 Social Channels,50,not-using-anymore
5ca1d3ebfd16da3982451874,Sep 05 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d3ed1d99bc38dbf1b258,Sep 21 '21,Pro8 v1 - Yearly,144,missing-features
5ca1d3ee30113038c6fec6ed,Sep 25 '21,Small Business v2 - Yearly,">= 1,000",too-expensive
5ca1d3f183663e38f391317a,Aug 18 '21,Pro8 v1 - Monthly,15,bugs
5ca1d3f269ec79395e79c227,Aug 11 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d3f3fd16da3982452718,Nov 02 '21,Pro8 v1 - Monthly,15,missing-features
5ca1d3f830113038c6fedb62,Dec 08 '21,Pro8 v1 - Yearly,144,others
5ca1d40030113038c6fee6b2,Jul 17 '21,Buffer Analyze - Full Price 10 Social Channels,50,extenuating-circumstances
5ca1d400fd16da3982453d07,Sep 03 '21,Small Business v2 - Yearly,">= 1,000",not-using-anymore
5ca1d40130113038c6fee7c0,Oct 07 '21,Pro8 v1 - Monthly,15,others
5ca1d40769ec79395e79ea6a,Jul 30 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d4181d99bc38dbf1fca2,Sep 28 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d41c69ec79395e7a0df2,Jul 01 '21,Pro8 v1 - Yearly,144,not-using-anymore
5ca1d41d7ace10391ae24b52,Jul 24 '21,Buffer Analyze - Full Price 10 Social Channels,50,too-expensive
5ca1d41e30113038c6ff21b3,Aug 04 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d41e905a7a394986a6d4,Aug 23 '21,Essentials + Team Pack,840,not-using-anymore
5ca1d41e905a7a394986a6d4,Jul 05 '21,Buffer Analyze - Full Price 10 Social Channels,50,not-using-anymore
5ca1d42083663e38f3918bec,Sep 02 '21,Pro8 v1 - Monthly,15,others
5ca1d422905a7a394986aee3,Jul 22 '21,Pro8 v1 - Monthly,15,missing-features
5ca1d42330113038c6ff2346,Sep 05 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d42330113038c6ff26d6,Jul 24 '21,Pro8 v1 - Yearly,144,extenuating-circumstances
5ca1d42883663e38f3919a04,Sep 29 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d42afd16da39824588de,Aug 04 '21,Premium Business v1 - Monthly,65,bugs
5ca1d42b30113038c6ff33cf,Aug 05 '21,Small Business v2 - Monthly,99,not-using-anymore
5ca1d42efd16da39824592c4,Aug 28 '21,Premium Business v1 - Monthly,65,too-expensive
5ca1d43330113038c6ff4386,Oct 11 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d43369ec79395e7a3e04,Dec 25 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d4371d99bc38dbf22d9c,Oct 12 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d43769ec79395e7a43bf,Oct 21 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d43a7ace10391ae27f1a,Sep 14 '21,Premium Business v1 - Monthly,65,others
5ca1d43b30113038c6ff5169,Aug 26 '21,Pro8 v1 - Monthly,15,too-expensive
5ca1d443905a7a394986efa8,Nov 02 '21,Pro8 v1 - Yearly,144,missing-features
5ca1d44730113038c6ff6916,Jul 06 '21,Small Business v2 - Yearly,">= 1,000",too-expensive
5ca1d448905a7a394986f7ba,Oct 01 '21,Buffer Analyze - Pro Plan 8 Social Channels,35,others
5ca1d45430113038c6ff82f0,Jul 11 '21,Pro8 v1 - Monthly,15,bugs
5ca1d4561d99bc38dbf2647b,Aug 15 '21,Pro8 v1 - Monthly,15,others
5ca1d4577ace10391ae2baaf,Sep 21 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d457fd16da398245e363,Sep 02 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d45830113038c6ff8bff,Aug 07 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d45830113038c6ff8cc9,Jul 04 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d45b83663e38f391f984,Sep 10 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d461905a7a39498725e6,Jul 17 '21,Small Business v2 - Monthly,99,not-using-anymore
5ca1d4671d99bc38dbf27f1e,Dec 18 '21,Small Business v2 - Monthly,99,not-using-anymore
5ca1d4671d99bc38dbf27fe0,Nov 02 '21,Buffer Analyze - Full Price 10 Social Channels,50,too-expensive
5ca1d4671d99bc38dbf27fe0,Nov 02 '21,Pro8 v1 - Monthly,15,too-expensive
5ca1d46930113038c6ffa962,Aug 23 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d46a1d99bc38dbf28631,Aug 05 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d46d905a7a394987392b,Sep 01 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d46e905a7a3949873cda,Aug 06 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d46e905a7a3949873cda,Jul 01 '21,Pro8 v1 - Yearly,144,not-using-anymore
5ca1d470fd16da3982460d3a,Sep 15 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d47483663e38f3921ee9,Oct 07 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d47530113038c6ffbd8d,Aug 03 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d4781d99bc38dbf2a3ea,Nov 14 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d47a905a7a3949875072,Sep 24 '21,Pro8 v1 - Yearly,144,extenuating-circumstances
5ca1d47c1d99bc38dbf2a5f7,Oct 10 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d47cfd16da398246249d,Aug 30 '21,Small Business v2 - Yearly,">= 1,000",missing-features
5ca1d47dfd16da3982462b16,Jul 11 '21,Pro8 v1 - Monthly,15,missing-features
5ca1d47e30113038c6ffd3fe,Sep 08 '21,Small Business v2 - Monthly,99,not-using-anymore
5ca1d48330113038c6ffdbd2,Oct 16 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d4847ace10391ae30d99,Nov 11 '21,Pro8 v1 - Yearly,144,too-expensive
5ca1d4857ace10391ae30ec9,Aug 27 '21,Small Business v2 - Monthly,99,too-expensive
5ca1d48b30113038c6ffe47b,Aug 26 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d48b905a7a394987731a,Aug 03 '21,Pro8 v1 - Monthly,15,too-expensive
5ca1d48c1d99bc38dbf2c3b3,Aug 20 '21,Small Business v2 - Monthly,99,not-using-anymore
5ca1d49030113038c6fff3e3,Aug 03 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d49183663e38f39252da,Aug 23 '21,Pro8 v1 - Yearly,144,too-expensive
5ca1d4921d99bc38dbf2ceec,Oct 18 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d49830113038c6000115,Jul 02 '21,Buffer Analyze - Full Price 10 Social Channels,50,not-using-anymore
5ca1d49830113038c6ffff48,Nov 10 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d49c905a7a39498790ad,Nov 15 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d49e83663e38f39269a6,Sep 10 '21,Pro8 v1 - Monthly,15,others
5ca1d4a81d99bc38dbf2f403,Dec 07 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d4a8905a7a394987a32d,Nov 18 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d4ad30113038c600259a,Nov 14 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d4af69ec79395e7b24f2,Aug 23 '21,Pro8 v1 - Monthly,15,others
5ca1d4af69ec79395e7b288b,Sep 06 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d4b369ec79395e7b2fc0,Oct 14 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d4b51d99bc38dbf30e79,Sep 19 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d4b930113038c6003ce6,Aug 01 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d4bcfd16da398246a027,Jul 30 '21,Small Business v2 - Monthly,99,not-using-anymore
5ca1d4c87ace10391ae38712,Aug 03 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d4ca1d99bc38dbf333f4,Sep 08 '21,Pro8 v1 - Monthly,15,not-using-anymore
5ca1d4cd30113038c600612f,Nov 06 '21,Pro8 v1 - Monthly,15,too-expensive
5ca1d4d1905a7a394987ebb3,Sep 24 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
5ca1d4d269ec79395e7b6ccd,Aug 11 '21,Pro8 v1 - Monthly,15,too-expensive
5ca1d4d269ec79395e7b6ccd,Aug 27 '21,Buffer Analyze - Full Price 10 Social Channels,50,too-expensive
5ca1d4d530113038c60070e0,Oct 15 '21,Pro8 v1 - Monthly,15,extenuating-circumstances
