,Customer ID,Churn Date,Plan Name,Plan Amount ($),Churn Reason
71,5ca1d27530113038c6fc10d1,12-08-2021,Pro8 v1 - Monthly,15,others
72,5ca1d27583663e38f38e78fb,20-07-2021,Pro8 v1 - Yearly,144,not-using-anymore
73,5ca1d27930113038c6fc18d2,22-09-2021,Pro8 v1 - Monthly,15,not-using-anymore
74,5ca1d27930113038c6fc1ab2,05-09-2021,Pro8 v1 - Monthly,15,not-using-anymore
75,5ca1d279fd16da39824265c1,13-07-2021,Pro8 v1 - Yearly,144,others
76,5ca1d27e30113038c6fc24fb,20-10-2021,Buffer Analyze - Pro Plan 8 Social Channels,35,others
77,5ca1d28230113038c6fc28b0,15-09-2021,Pro8 v1 - Monthly,15,not-using-anymore
78,5ca1d28569ec79395e771d0c,25-08-2021,Pro8 v1 - Monthly,15,not-using-anymore
79,5ca1d2891d99bc38dbef2918,13-07-2021,Small Business v2 - Monthly,99,too-expensive
80,5ca1d289fd16da3982428575,15-09-2021,Pro8 v1 - Monthly,15,not-using-anymore
81,5ca1d289fd16da39824289dd,10-10-2021,Pro8 v1 - Monthly,15,not-using-anymore
82,5ca1d28a30113038c6fc3965,08-08-2021,Pro8 v1 - Monthly,15,not-using-anymore
83,5ca1d28b30113038c6fc3db2,19-07-2021,Pro8 v1 - Yearly,144,too-expensive
84,5ca1d28e905a7a394983db76,22-09-2021,Premium Business v1 - Yearly,663,too-expensive
85,5ca1d29c30113038c6fc58f8,28-07-2021,Small Business v2 - Monthly,99,bugs
86,5ca1d29d83663e38f38ec43b,26-08-2021,Pro8 v1 - Monthly,15,not-using-anymore
87,5ca1d29e7ace10391adf8944,16-09-2021,Buffer Analyze - Full Price 10 Social Channels,50,bugs
88,5ca1d2a030113038c6fc657b,02-10-2021,Pro8 v1 - Monthly,15,not-using-anymore
89,5ca1d2a9905a7a39498410a0,25-10-2021,Pro8 v1 - Monthly,15,not-using-anymore
90,5ca1d2ac69ec79395e77619c,01-08-2021,Pro8 v1 - Monthly,15,not-using-anymore
91,5ca1d2ac69ec79395e7763a2,04-09-2021,Pro8 v1 - Monthly,15,others
92,5ca1d2ad30113038c6fc7c04,26-10-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
93,5ca1d2ad905a7a394984180d,27-09-2021,Small Business v2 - Monthly,99,not-using-anymore
94,5ca1d2b230113038c6fc8535,18-09-2021,Pro8 v1 - Monthly,15,not-using-anymore
95,5ca1d2b41d99bc38dbef7627,03-08-2021,Pro8 v1 - Yearly,144,not-using-anymore
96,5ca1d2b81d99bc38dbef7a16,11-09-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
97,5ca1d2c283663e38f38f0678,07-09-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
98,5ca1d2c569ec79395e779022,04-11-2021,Pro8 v1 - Yearly,144,not-using-anymore
99,5ca1d2c730113038c6fcab54,12-09-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
100,5ca1d2cf30113038c6fcb721,28-08-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
101,5ca1d2d61d99bc38dbefb078,19-08-2021,Pro8 v1 - Monthly,15,not-using-anymore
102,5ca1d2d669ec79395e77ae78,27-08-2021,Pro8 v1 - Yearly,144,too-expensive
103,5ca1d2db69ec79395e77baa1,01-08-2021,Buffer Analyze - Full Price 10 Social Channels,50,not-using-anymore
104,5ca1d2db69ec79395e77baa1,17-11-2021,Pro8 v1 - Yearly,144,not-using-anymore
105,5ca1d2e61d99bc38dbefd120,29-07-2021,Pro8 v1 - Monthly,15,not-using-anymore
106,5ca1d2e769ec79395e77d1c5,21-11-2021,Small Business v2 - Monthly,99,extenuating-circumstances
107,5ca1d2e7905a7a3949847e79,13-09-2021,Pro8 v1 - Yearly,144,not-using-anymore
108,5ca1d2eb83663e38f38f52dd,14-12-2021,Pro8 v1 - Yearly,144,not-using-anymore
109,5ca1d2eb83663e38f38f52dd,13-07-2021,Buffer Analyze - Full Price 10 Social Channels Annual,480,not-using-anymore
110,5ca1d2f230113038c6fcf1ec,07-09-2021,Pro8 v1 - Yearly,144,too-expensive
111,5ca1d2f67ace10391ae0295b,27-08-2021,Pro8 v1 - Monthly,15,not-using-anymore
112,5ca1d2f9905a7a394984a3b9,18-10-2021,Pro8 v1 - Monthly,15,not-using-anymore
113,5ca1d2fefd16da3982436439,26-08-2021,Pro8 v1 - Monthly,15,not-using-anymore
114,5ca1d3067ace10391ae04578,16-08-2021,Large Business v2 - Monthly,399,others
115,5ca1d3067ace10391ae04698,28-09-2021,Pro8 v1 - Monthly,15,not-using-anymore
116,5ca1d30683663e38f38f84e5,24-07-2021,Pro8 v1 - Yearly,144,not-using-anymore
117,5ca1d30969ec79395e780e1f,04-10-2021,Small Business v2 - Monthly,99,not-using-anymore
118,5ca1d30afd16da3982437763,14-07-2021,Pro8 v1 - Yearly,144,too-expensive
119,5ca1d30d7ace10391ae054a9,09-08-2021,Pro8 v1 - Yearly,144,not-using-anymore
120,5ca1d30e905a7a394984ca08,24-07-2021,Pro8 v1 - Monthly,15,others
121,5ca1d31283663e38f38f9b8b,13-11-2021,Pro8 v1 - Monthly,15,not-using-anymore
122,5ca1d3197ace10391ae07257,19-09-2021,Pro8 v1 - Yearly,144,not-using-anymore
123,5ca1d31a83663e38f38fab14,22-09-2021,Small Business v2 - Monthly,99,not-using-anymore
124,5ca1d31a83663e38f38fab1e,08-12-2021,Pro8 v1 - Yearly,144,others
125,5ca1d32930113038c6fd5769,24-10-2021,Pro8 v1 - Monthly,15,too-expensive
126,5ca1d32c30113038c6fd5cb1,16-09-2021,Pro8 v1 - Monthly,15,others
127,5ca1d32d69ec79395e784f54,01-12-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
128,5ca1d32d69ec79395e784f54,01-09-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
129,5ca1d33169ec79395e785c1b,31-08-2021,Small Business v2 - Monthly,99,not-using-anymore
130,5ca1d3367ace10391ae0a49f,02-09-2021,Small Business v2 - Yearly,">= 1,000",not-using-anymore
131,5ca1d33a905a7a3949851e2c,30-11-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
132,5ca1d34130113038c6fd8533,08-11-2021,Premium Business v1 - Monthly,65,extenuating-circumstances
133,5ca1d34183663e38f38fe81e,22-12-2021,Pro8 v1 - Monthly,15,missing-features
134,5ca1d3427ace10391ae0c02d,23-09-2021,Pro8 v1 - Monthly,15,too-expensive
135,5ca1d34a1d99bc38dbf07d8b,22-07-2021,Pro8 v1 - Monthly,15,others
136,5ca1d34bfd16da398243f896,03-08-2021,Pro8 v1 - Yearly,144,not-using-anymore
137,5ca1d34c30113038c6fd95e1,14-09-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
138,5ca1d34d30113038c6fd9c93,15-07-2021,Pro8 v1 - Monthly,15,not-using-anymore
139,5ca1d34e1d99bc38dbf08378,16-08-2021,Small Business v2 - Monthly,99,not-using-anymore
140,5ca1d34e83663e38f390008a,30-09-2021,Buffer Analyze - Full Price 10 Social Channels,50,not-using-anymore
141,5ca1d351905a7a3949854552,08-10-2021,Pro8 v1 - Monthly,15,not-using-anymore
142,5ca1d35783663e38f390159d,03-08-2021,Premium Business v1 - Monthly,65,missing-features
143,5ca1d357fd16da3982441193,23-07-2021,Pro8 v1 - Yearly,144,bugs
144,5ca1d35a7ace10391ae0e88c,27-10-2021,Pro8 v1 - Monthly,15,not-using-anymore
145,5ca1d36183663e38f39025bf,11-07-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
146,5ca1d3691d99bc38dbf0bd0d,08-08-2021,Pro8 v1 - Monthly,15,others
147,5ca1d36c7ace10391ae1045c,06-08-2021,Premium Business v1 - Yearly,663,extenuating-circumstances
148,5ca1d36e1d99bc38dbf0c72b,01-08-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
149,5ca1d36f30113038c6fddec7,26-09-2021,Pro8 v1 - Monthly,15,too-expensive
150,5ca1d373905a7a3949857693,03-07-2021,Pro8 v1 - Monthly,15,not-using-anymore
151,5ca1d37730113038c6fded24,06-09-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
152,5ca1d37830113038c6fdef85,28-09-2021,Buffer Analyze - Full Price 10 Social Channels,50,too-expensive
153,5ca1d378905a7a3949857e5a,15-07-2021,Small Business v2 - Yearly,">= 1,000",not-using-anymore
154,5ca1d378fd16da3982444568,06-08-2021,Pro8 v1 - Monthly,15,not-using-anymore
155,5ca1d378fd16da3982444568,19-08-2021,Essentials + Team Pack,72,not-using-anymore
156,5ca1d378fd16da3982444780,06-08-2021,Small Business v2 - Monthly,99,missing-features
157,5ca1d37c30113038c6fdf868,04-08-2021,Small Business v2 - Monthly,99,others
158,5ca1d37c30113038c6fdfaa4,06-08-2021,Premium Business v1 - Monthly,65,others
159,5ca1d3861d99bc38dbf0f241,13-09-2021,Pro8 v1 - Monthly,15,others
160,5ca1d38669ec79395e78f7e4,24-10-2021,Pro8 v1 - Monthly,15,not-using-anymore
161,5ca1d386fd16da3982445d73,24-11-2021,Pro8 v1 - Monthly,15,others
162,5ca1d387fd16da3982445ff7,12-09-2021,Small Business v2 - Monthly,99,others
163,5ca1d38930113038c6fe0e93,22-08-2021,Small Business v2 - Monthly,99,not-using-anymore
164,5ca1d3931d99bc38dbf1088d,24-10-2021,Small Business v2 - Monthly,99,others
165,5ca1d393fd16da39824476cc,01-09-2021,Small Business v2 - Monthly,99,not-using-anymore
166,5ca1d39530113038c6fe270f,22-10-2021,Pro8 v1 - Yearly,144,others
167,5ca1d3967ace10391ae14e0d,12-10-2021,Pro8 v1 - Yearly,144,others
168,5ca1d39783663e38f3909286,22-08-2021,Pro8 v1 - Monthly,15,not-using-anymore
169,5ca1d39b69ec79395e791ea4,30-09-2021,Medium Business v2 - Monthly,199,not-using-anymore
170,5ca1d39b69ec79395e79205a,28-09-2021,Small Business v2 - Monthly,99,others
171,5ca1d39b905a7a394985be8f,30-09-2021,Pro8 v1 - Monthly,15,not-using-anymore
172,5ca1d39bfd16da3982448422,30-08-2021,Pro8 v1 - Monthly,15,not-using-anymore
173,5ca1d3a01d99bc38dbf11e94,01-08-2021,Pro8 v1 - Monthly,15,bugs
174,5ca1d3ab7ace10391ae175a2,21-10-2021,Premium Business v1 - Monthly,65,not-using-anymore
175,5ca1d3b11d99bc38dbf13fcc,25-09-2021,Pro8 v1 - Monthly,15,not-using-anymore
176,5ca1d3b37ace10391ae184fb,19-08-2021,Small Business v2 - Monthly,99,extenuating-circumstances
177,5ca1d3b869ec79395e7951bd,05-12-2021,Pro8 v1 - Monthly,15,not-using-anymore
178,5ca1d3bd905a7a394985fba4,20-12-2021,Pro8 v1 - Monthly,15,missing-features
179,5ca1d3c330113038c6fe7958,05-10-2021,Pro8 v1 - Monthly,15,missing-features
180,5ca1d3c61d99bc38dbf1699d,30-12-2021,Pro8 v1 - Yearly,144,not-using-anymore
181,5ca1d3cafd16da398244d6fa,23-08-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
182,5ca1d3cd69ec79395e7976f8,20-07-2021,Pro8 v1 - Monthly,15,not-using-anymore
183,5ca1d3cd69ec79395e797c55,01-09-2021,Pro8 v1 - Monthly,15,not-using-anymore
184,5ca1d3ce905a7a3949861b97,19-07-2021,Pro8 v1 - Yearly,144,missing-features
185,5ca1d3d27ace10391ae1bc3c,24-07-2021,Small Business v2 - Monthly,99,too-expensive
186,5ca1d3d3fd16da398244ea04,03-11-2021,Pro8 v1 - Monthly,15,not-using-anymore
187,5ca1d3d67ace10391ae1c858,03-08-2021,Pro8 v1 - Monthly,15,not-using-anymore
188,5ca1d3dc30113038c6fea74e,13-07-2021,Pro8 v1 - Monthly,15,not-using-anymore
189,5ca1d3e27ace10391ae1db6c,16-08-2021,Pro8 v1 - Monthly,15,not-using-anymore
190,5ca1d3e930113038c6fec459,31-12-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
191,5ca1d3eb7ace10391ae1ef2d,10-08-2021,Buffer Analyze - Full Price 10 Social Channels,50,not-using-anymore
192,5ca1d3ebfd16da3982451874,05-09-2021,Pro8 v1 - Monthly,15,not-using-anymore
193,5ca1d3ed1d99bc38dbf1b258,21-09-2021,Pro8 v1 - Yearly,144,missing-features
194,5ca1d3ee30113038c6fec6ed,25-09-2021,Small Business v2 - Yearly,">= 1,000",too-expensive
195,5ca1d3f183663e38f391317a,18-08-2021,Pro8 v1 - Monthly,15,bugs
196,5ca1d3f269ec79395e79c227,11-08-2021,Pro8 v1 - Monthly,15,not-using-anymore
197,5ca1d3f3fd16da3982452718,02-11-2021,Pro8 v1 - Monthly,15,missing-features
198,5ca1d3f830113038c6fedb62,08-12-2021,Pro8 v1 - Yearly,144,others
199,5ca1d40030113038c6fee6b2,17-07-2021,Buffer Analyze - Full Price 10 Social Channels,50,extenuating-circumstances
200,5ca1d400fd16da3982453d07,03-09-2021,Small Business v2 - Yearly,">= 1,000",not-using-anymore
201,5ca1d40130113038c6fee7c0,07-10-2021,Pro8 v1 - Monthly,15,others
202,5ca1d40769ec79395e79ea6a,30-07-2021,Pro8 v1 - Monthly,15,not-using-anymore
203,5ca1d4181d99bc38dbf1fca2,28-09-2021,Pro8 v1 - Monthly,15,not-using-anymore
204,5ca1d41c69ec79395e7a0df2,01-07-2021,Pro8 v1 - Yearly,144,not-using-anymore
205,5ca1d41d7ace10391ae24b52,24-07-2021,Buffer Analyze - Full Price 10 Social Channels,50,too-expensive
206,5ca1d41e30113038c6ff21b3,04-08-2021,Pro8 v1 - Monthly,15,not-using-anymore
207,5ca1d41e905a7a394986a6d4,23-08-2021,Essentials + Team Pack,840,not-using-anymore
208,5ca1d41e905a7a394986a6d4,05-07-2021,Buffer Analyze - Full Price 10 Social Channels,50,not-using-anymore
209,5ca1d42083663e38f3918bec,02-09-2021,Pro8 v1 - Monthly,15,others
210,5ca1d422905a7a394986aee3,22-07-2021,Pro8 v1 - Monthly,15,missing-features
211,5ca1d42330113038c6ff2346,05-09-2021,Pro8 v1 - Monthly,15,not-using-anymore
212,5ca1d42330113038c6ff26d6,24-07-2021,Pro8 v1 - Yearly,144,extenuating-circumstances
213,5ca1d42883663e38f3919a04,29-09-2021,Pro8 v1 - Monthly,15,not-using-anymore
214,5ca1d42afd16da39824588de,04-08-2021,Premium Business v1 - Monthly,65,bugs
215,5ca1d42b30113038c6ff33cf,05-08-2021,Small Business v2 - Monthly,99,not-using-anymore
216,5ca1d42efd16da39824592c4,28-08-2021,Premium Business v1 - Monthly,65,too-expensive
217,5ca1d43330113038c6ff4386,11-10-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
218,5ca1d43369ec79395e7a3e04,25-12-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
219,5ca1d4371d99bc38dbf22d9c,12-10-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
220,5ca1d43769ec79395e7a43bf,21-10-2021,Pro8 v1 - Monthly,15,not-using-anymore
221,5ca1d43a7ace10391ae27f1a,14-09-2021,Premium Business v1 - Monthly,65,others
222,5ca1d43b30113038c6ff5169,26-08-2021,Pro8 v1 - Monthly,15,too-expensive
223,5ca1d443905a7a394986efa8,02-11-2021,Pro8 v1 - Yearly,144,missing-features
224,5ca1d44730113038c6ff6916,06-07-2021,Small Business v2 - Yearly,">= 1,000",too-expensive
225,5ca1d448905a7a394986f7ba,01-10-2021,Buffer Analyze - Pro Plan 8 Social Channels,35,others
226,5ca1d45430113038c6ff82f0,11-07-2021,Pro8 v1 - Monthly,15,bugs
227,5ca1d4561d99bc38dbf2647b,15-08-2021,Pro8 v1 - Monthly,15,others
228,5ca1d4577ace10391ae2baaf,21-09-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
229,5ca1d457fd16da398245e363,02-09-2021,Pro8 v1 - Monthly,15,not-using-anymore
230,5ca1d45830113038c6ff8bff,07-08-2021,Pro8 v1 - Monthly,15,not-using-anymore
231,5ca1d45830113038c6ff8cc9,04-07-2021,Pro8 v1 - Monthly,15,not-using-anymore
232,5ca1d45b83663e38f391f984,10-09-2021,Pro8 v1 - Monthly,15,not-using-anymore
233,5ca1d461905a7a39498725e6,17-07-2021,Small Business v2 - Monthly,99,not-using-anymore
234,5ca1d4671d99bc38dbf27f1e,18-12-2021,Small Business v2 - Monthly,99,not-using-anymore
235,5ca1d4671d99bc38dbf27fe0,02-11-2021,Buffer Analyze - Full Price 10 Social Channels,50,too-expensive
236,5ca1d4671d99bc38dbf27fe0,02-11-2021,Pro8 v1 - Monthly,15,too-expensive
237,5ca1d46930113038c6ffa962,23-08-2021,Pro8 v1 - Monthly,15,not-using-anymore
238,5ca1d46a1d99bc38dbf28631,05-08-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
239,5ca1d46d905a7a394987392b,01-09-2021,Pro8 v1 - Monthly,15,not-using-anymore
240,5ca1d46e905a7a3949873cda,06-08-2021,Pro8 v1 - Monthly,15,not-using-anymore
241,5ca1d46e905a7a3949873cda,01-07-2021,Pro8 v1 - Yearly,144,not-using-anymore
242,5ca1d470fd16da3982460d3a,15-09-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
243,5ca1d47483663e38f3921ee9,07-10-2021,Pro8 v1 - Monthly,15,not-using-anymore
244,5ca1d47530113038c6ffbd8d,03-08-2021,Pro8 v1 - Monthly,15,not-using-anymore
245,5ca1d4781d99bc38dbf2a3ea,14-11-2021,Pro8 v1 - Monthly,15,not-using-anymore
246,5ca1d47a905a7a3949875072,24-09-2021,Pro8 v1 - Yearly,144,extenuating-circumstances
247,5ca1d47c1d99bc38dbf2a5f7,10-10-2021,Pro8 v1 - Monthly,15,not-using-anymore
248,5ca1d47cfd16da398246249d,30-08-2021,Small Business v2 - Yearly,">= 1,000",missing-features
249,5ca1d47dfd16da3982462b16,11-07-2021,Pro8 v1 - Monthly,15,missing-features
250,5ca1d47e30113038c6ffd3fe,08-09-2021,Small Business v2 - Monthly,99,not-using-anymore
251,5ca1d48330113038c6ffdbd2,16-10-2021,Pro8 v1 - Monthly,15,not-using-anymore
252,5ca1d4847ace10391ae30d99,11-11-2021,Pro8 v1 - Yearly,144,too-expensive
253,5ca1d4857ace10391ae30ec9,27-08-2021,Small Business v2 - Monthly,99,too-expensive
254,5ca1d48b30113038c6ffe47b,26-08-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
255,5ca1d48b905a7a394987731a,03-08-2021,Pro8 v1 - Monthly,15,too-expensive
256,5ca1d48c1d99bc38dbf2c3b3,20-08-2021,Small Business v2 - Monthly,99,not-using-anymore
257,5ca1d49030113038c6fff3e3,03-08-2021,Pro8 v1 - Monthly,15,not-using-anymore
258,5ca1d49183663e38f39252da,23-08-2021,Pro8 v1 - Yearly,144,too-expensive
259,5ca1d4921d99bc38dbf2ceec,18-10-2021,Pro8 v1 - Monthly,15,not-using-anymore
260,5ca1d49830113038c6000115,02-07-2021,Buffer Analyze - Full Price 10 Social Channels,50,not-using-anymore
261,5ca1d49830113038c6ffff48,10-11-2021,Pro8 v1 - Monthly,15,not-using-anymore
262,5ca1d49c905a7a39498790ad,15-11-2021,Pro8 v1 - Monthly,15,not-using-anymore
263,5ca1d49e83663e38f39269a6,10-09-2021,Pro8 v1 - Monthly,15,others
264,5ca1d4a81d99bc38dbf2f403,07-12-2021,Pro8 v1 - Monthly,15,not-using-anymore
265,5ca1d4a8905a7a394987a32d,18-11-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
266,5ca1d4ad30113038c600259a,14-11-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
267,5ca1d4af69ec79395e7b24f2,23-08-2021,Pro8 v1 - Monthly,15,others
268,5ca1d4af69ec79395e7b288b,06-09-2021,Pro8 v1 - Monthly,15,not-using-anymore
269,5ca1d4b369ec79395e7b2fc0,14-10-2021,Pro8 v1 - Monthly,15,not-using-anymore
270,5ca1d4b51d99bc38dbf30e79,19-09-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
271,5ca1d4b930113038c6003ce6,01-08-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
272,5ca1d4bcfd16da398246a027,30-07-2021,Small Business v2 - Monthly,99,not-using-anymore
273,5ca1d4c87ace10391ae38712,03-08-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
274,5ca1d4ca1d99bc38dbf333f4,08-09-2021,Pro8 v1 - Monthly,15,not-using-anymore
275,5ca1d4cd30113038c600612f,06-11-2021,Pro8 v1 - Monthly,15,too-expensive
276,5ca1d4d1905a7a394987ebb3,24-09-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
277,5ca1d4d269ec79395e7b6ccd,11-08-2021,Pro8 v1 - Monthly,15,too-expensive
278,5ca1d4d269ec79395e7b6ccd,27-08-2021,Buffer Analyze - Full Price 10 Social Channels,50,too-expensive
279,5ca1d4d530113038c60070e0,15-10-2021,Pro8 v1 - Monthly,15,extenuating-circumstances
